"city","state","stateISO","country","countryISO"
"Klemtu","British Columbia","BC","Canada","CA"
"Kootenay Bay","British Columbia","BC","Canada","CA"
"Kyuquot","British Columbia","BC","Canada","CA"
"Lac La Hache","British Columbia","BC","Canada","CA"
"Ladysmith","British Columbia","BC","Canada","CA"
"Lake Cowichan","British Columbia","BC","Canada","CA"
"Langley","British Columbia","BC","Canada","CA"
"Lantzville","British Columbia","BC","Canada","CA"
"Lasqueti","British Columbia","BC","Canada","CA"
"Lax Kwalaams","British Columbia","BC","Canada","CA"
"Likely","British Columbia","BC","Canada","CA"
"Lillooet","British Columbia","BC","Canada","CA"
"Lions Bay","British Columbia","BC","Canada","CA"
"Little Fort","British Columbia","BC","Canada","CA"
"Logan Lake","British Columbia","BC","Canada","CA"
"Lone Butte","British Columbia","BC","Canada","CA"
"Louis Creek","British Columbia","BC","Canada","CA"
"Lumby","British Columbia","BC","Canada","CA"
"Lund","British Columbia","BC","Canada","CA"
"Lytton","British Columbia","BC","Canada","CA"
"Mackenzie","British Columbia","BC","Canada","CA"
"Madeira Park","British Columbia","BC","Canada","CA"
"Malahat","British Columbia","BC","Canada","CA"
"Malakwa","British Columbia","BC","Canada","CA"
"Manning Park","British Columbia","BC","Canada","CA"
"Mansons Landing","British Columbia","BC","Canada","CA"
"Maple Ridge","British Columbia","BC","Canada","CA"
"Mara","British Columbia","BC","Canada","CA"
"Masset","British Columbia","BC","Canada","CA"
"Mayne","British Columbia","BC","Canada","CA"
"Mcbride","British Columbia","BC","Canada","CA"
"Mcleese Lake","British Columbia","BC","Canada","CA"
"Mcleod Lake","British Columbia","BC","Canada","CA"
"Mclure","British Columbia","BC","Canada","CA"
"Meadow Creek","British Columbia","BC","Canada","CA"
"Merritt","British Columbia","BC","Canada","CA"
"Merville","British Columbia","BC","Canada","CA"
"Mesachie Lake","British Columbia","BC","Canada","CA"
"Mica Creek","British Columbia","BC","Canada","CA"
"Midway","British Columbia","BC","Canada","CA"
"Mill Bay","British Columbia","BC","Canada","CA"
"Mission","British Columbia","BC","Canada","CA"
"Moberly Lake","British Columbia","BC","Canada","CA"
"Monte Lake","British Columbia","BC","Canada","CA"
"Montney","British Columbia","BC","Canada","CA"
"Montrose","British Columbia","BC","Canada","CA"
"Mount Currie","British Columbia","BC","Canada","CA"
"Moyie","British Columbia","BC","Canada","CA"
"Muncho Lake","British Columbia","BC","Canada","CA"
"Nakusp","British Columbia","BC","Canada","CA"
"Nanaimo","British Columbia","BC","Canada","CA"
"Naramata","British Columbia","BC","Canada","CA"
"Nass Camp","British Columbia","BC","Canada","CA"
"Nelson","British Columbia","BC","Canada","CA"
"New Denver","British Columbia","BC","Canada","CA"
"New Hazelton","British Columbia","BC","Canada","CA"
"New Westminster","British Columbia","BC","Canada","CA"
"Newton","British Columbia","BC","Canada","CA"
"Nimpo Lake","British Columbia","BC","Canada","CA"
"North Pine","British Columbia","BC","Canada","CA"
"North Saanich","British Columbia","BC","Canada","CA"
"North Vancouver","British Columbia","BC","Canada","CA"
"Ocean Falls","British Columbia","BC","Canada","CA"
"Okanagan Falls","British Columbia","BC","Canada","CA"
"Okanagan Mission","British Columbia","BC","Canada","CA"
"Oliver","British Columbia","BC","Canada","CA"
"Osoyoos","British Columbia","BC","Canada","CA"
"Oyama","British Columbia","BC","Canada","CA"
"Oyster Bay","British Columbia","BC","Canada","CA"
"Panorama","British Columbia","BC","Canada","CA"
"Parksville","British Columbia","BC","Canada","CA"
"Parson","British Columbia","BC","Canada","CA"
"Peachland","British Columbia","BC","Canada","CA"
"Pemberton","British Columbia","BC","Canada","CA"
"Pender Island","British Columbia","BC","Canada","CA"
"Penticton","British Columbia","BC","Canada","CA"
"Pink Mountain","British Columbia","BC","Canada","CA"
"Pitt Meadows","British Columbia","BC","Canada","CA"
"Port Alberni","British Columbia","BC","Canada","CA"
"Port Alice","British Columbia","BC","Canada","CA"
"Port Clements","British Columbia","BC","Canada","CA"
"Port Coquitlam","British Columbia","BC","Canada","CA"
"Port Edward","British Columbia","BC","Canada","CA"
"Port Hardy","British Columbia","BC","Canada","CA"
"Port Mcneill","British Columbia","BC","Canada","CA"
"Port Mellon","British Columbia","BC","Canada","CA"
"Port Moody","British Columbia","BC","Canada","CA"
"Port Renfrew","British Columbia","BC","Canada","CA"
"Pouce Coupe","British Columbia","BC","Canada","CA"
"Powell River","British Columbia","BC","Canada","CA"
"Prespatou","British Columbia","BC","Canada","CA"
"Prince George","British Columbia","BC","Canada","CA"
"Prince Rupert","British Columbia","BC","Canada","CA"
"Princeton","British Columbia","BC","Canada","CA"
"Pritchard","British Columbia","BC","Canada","CA"
"Procter","British Columbia","BC","Canada","CA"
"Progress","British Columbia","BC","Canada","CA"
"Prophet River","British Columbia","BC","Canada","CA"
"Puntzi","British Columbia","BC","Canada","CA"
"Qualicum Beach","British Columbia","BC","Canada","CA"
"Quathiaski Cove","British Columbia","BC","Canada","CA"
"Quatsino","British Columbia","BC","Canada","CA"
"Queen Charlotte","British Columbia","BC","Canada","CA"
"Quesnel","British Columbia","BC","Canada","CA"
"Quilchena","British Columbia","BC","Canada","CA"
"Radium Hot Springs","British Columbia","BC","Canada","CA"
"Red Rock","British Columbia","BC","Canada","CA"
"Refuge Cove","British Columbia","BC","Canada","CA"
"Revelstoke","British Columbia","BC","Canada","CA"
"Richmond","British Columbia","BC","Canada","CA"
"Riondel","British Columbia","BC","Canada","CA"
"Riske Creek","British Columbia","BC","Canada","CA"
"Roberts Creek","British Columbia","BC","Canada","CA"
"Robson","British Columbia","BC","Canada","CA"
"Rock Creek","British Columbia","BC","Canada","CA"
"Rolla","British Columbia","BC","Canada","CA"
"Rose Prairie","British Columbia","BC","Canada","CA"
"Rosedale","British Columbia","BC","Canada","CA"
"Rossland","British Columbia","BC","Canada","CA"
"Royston","British Columbia","BC","Canada","CA"
"Saanich","British Columbia","BC","Canada","CA"
"Saanichton","British Columbia","BC","Canada","CA"
"Salmo","British Columbia","BC","Canada","CA"
"Salmon Arm","British Columbia","BC","Canada","CA"
"Salmon Valley","British Columbia","BC","Canada","CA"
"Salt Spring Island","British Columbia","BC","Canada","CA"
"Sandspit","British Columbia","BC","Canada","CA"
"Saturna","British Columbia","BC","Canada","CA"
"Savona","British Columbia","BC","Canada","CA"
"Sayward","British Columbia","BC","Canada","CA"
"Scotch Creek","British Columbia","BC","Canada","CA"
"Sechelt","British Columbia","BC","Canada","CA"
"Seton Portage","British Columbia","BC","Canada","CA"
"Shalalth","British Columbia","BC","Canada","CA"
"Shawnigan Lake","British Columbia","BC","Canada","CA"
"Sicamous","British Columbia","BC","Canada","CA"
"Sidney","British Columbia","BC","Canada","CA"
"Silverton","British Columbia","BC","Canada","CA"
"Sirdar","British Columbia","BC","Canada","CA"
"Skookumchuck","British Columbia","BC","Canada","CA"
"Slocan","British Columbia","BC","Canada","CA"
"Slocan Park","British Columbia","BC","Canada","CA"
"Smithers","British Columbia","BC","Canada","CA"
"So Slocan","British Columbia","BC","Canada","CA"
"Sointula","British Columbia","BC","Canada","CA"
"Sooke","British Columbia","BC","Canada","CA"
"Sorrento","British Columbia","BC","Canada","CA"
"South Hazelton","British Columbia","BC","Canada","CA"
"South Slocan","British Columbia","BC","Canada","CA"
"Southbank","British Columbia","BC","Canada","CA"
"Sparwood","British Columbia","BC","Canada","CA"
"Spences Bridge","British Columbia","BC","Canada","CA"
"Spillimacheen","British Columbia","BC","Canada","CA"
"Squamish","British Columbia","BC","Canada","CA"
"Stewart","British Columbia","BC","Canada","CA"
"Stuart Island","British Columbia","BC","Canada","CA"
"Summerland","British Columbia","BC","Canada","CA"
"Summit Lake","British Columbia","BC","Canada","CA"
"Sunset Prairie","British Columbia","BC","Canada","CA"
"Surrey","British Columbia","BC","Canada","CA"
"Ta Ta Creek","British Columbia","BC","Canada","CA"
"Tahsis","British Columbia","BC","Canada","CA"
"Tappen","British Columbia","BC","Canada","CA"
"Tatla Lake","British Columbia","BC","Canada","CA"
"Tatlayoko Lake","British Columbia","BC","Canada","CA"
"Taylor","British Columbia","BC","Canada","CA"
"Telegraph Cove","British Columbia","BC","Canada","CA"
"Telegraph Creek","British Columbia","BC","Canada","CA"
"Telkwa","British Columbia","BC","Canada","CA"
"Terrace","British Columbia","BC","Canada","CA"
"Thetis Island","British Columbia","BC","Canada","CA"
"Thornhill","British Columbia","BC","Canada","CA"
"Thrums","British Columbia","BC","Canada","CA"
"Tlell","British Columbia","BC","Canada","CA"
"Toad River","British Columbia","BC","Canada","CA"
"Tofino","British Columbia","BC","Canada","CA"
"Tomslake","British Columbia","BC","Canada","CA"
"Topley","British Columbia","BC","Canada","CA"
"Trail","British Columbia","BC","Canada","CA"
"Tulameen","British Columbia","BC","Canada","CA"
"Tumbler Ridge","British Columbia","BC","Canada","CA"
"Ucluelet","British Columbia","BC","Canada","CA"
"Union Bay","British Columbia","BC","Canada","CA"
"Upper Fraser","British Columbia","BC","Canada","CA"
"Valemount","British Columbia","BC","Canada","CA"
"Van Anda","British Columbia","BC","Canada","CA"
"Vancouver","British Columbia","BC","Canada","CA"
"Vanderhoof","British Columbia","BC","Canada","CA"
"Vavenby","British Columbia","BC","Canada","CA"
"Vernon","British Columbia","BC","Canada","CA"
"Victoria","British Columbia","BC","Canada","CA"
"Wardner","British Columbia","BC","Canada","CA"
"Wasa","British Columbia","BC","Canada","CA"
"Wellington","British Columbia","BC","Canada","CA"
"Wells","British Columbia","BC","Canada","CA"
"West Kelowna","British Columbia","BC","Canada","CA"
"West Vancouver","British Columbia","BC","Canada","CA"
"Westbank","British Columbia","BC","Canada","CA"
"Westbridge","British Columbia","BC","Canada","CA"
"Westholme","British Columbia","BC","Canada","CA"
"Westwold","British Columbia","BC","Canada","CA"
"Whaletown","British Columbia","BC","Canada","CA"
"Whistler","British Columbia","BC","Canada","CA"
"White Rock","British Columbia","BC","Canada","CA"
"Wildwood","British Columbia","BC","Canada","CA"
"Williams Lake","British Columbia","BC","Canada","CA"
"Willow River","British Columbia","BC","Canada","CA"
"Windermere","British Columbia","BC","Canada","CA"
"Winfield","British Columbia","BC","Canada","CA"
"Winlaw","British Columbia","BC","Canada","CA"
"Winter Harbour","British Columbia","BC","Canada","CA"
"Wonowon","British Columbia","BC","Canada","CA"
"Woss","British Columbia","BC","Canada","CA"
"Wynndel","British Columbia","BC","Canada","CA"
"Yahk","British Columbia","BC","Canada","CA"
"Yale","British Columbia","BC","Canada","CA"
"Ymir","British Columbia","BC","Canada","CA"
"Youbou","British Columbia","BC","Canada","CA"
"Zeballos","British Columbia","BC","Canada","CA"
"Alexander","Manitoba","MB","Canada","CA"
"Alonsa","Manitoba","MB","Canada","CA"
"Altamont","Manitoba","MB","Canada","CA"
"Altona","Manitoba","MB","Canada","CA"
"Amaranth","Manitoba","MB","Canada","CA"
"Angusville","Manitoba","MB","Canada","CA"
"Anola","Manitoba","MB","Canada","CA"
"Arborg","Manitoba","MB","Canada","CA"
"Arden","Manitoba","MB","Canada","CA"
"Argyle","Manitoba","MB","Canada","CA"
"Arnaud","Manitoba","MB","Canada","CA"
"Arnes","Manitoba","MB","Canada","CA"
"Arrow River","Manitoba","MB","Canada","CA"
"Ashern","Manitoba","MB","Canada","CA"
"Ashville","Manitoba","MB","Canada","CA"
"Aubigny","Manitoba","MB","Canada","CA"
"Austin","Manitoba","MB","Canada","CA"
"Bagot","Manitoba","MB","Canada","CA"
"Baldur","Manitoba","MB","Canada","CA"
"Balmoral","Manitoba","MB","Canada","CA"
"Barrows","Manitoba","MB","Canada","CA"
"Beaconia","Manitoba","MB","Canada","CA"
"Beausejour","Manitoba","MB","Canada","CA"
"Belair","Manitoba","MB","Canada","CA"
"Belmont","Manitoba","MB","Canada","CA"
"Benito","Manitoba","MB","Canada","CA"
"Berens River","Manitoba","MB","Canada","CA"
"Bethany","Manitoba","MB","Canada","CA"
"Beulah","Manitoba","MB","Canada","CA"
"Binscarth","Manitoba","MB","Canada","CA"
"Birch River","Manitoba","MB","Canada","CA"
"Birnie","Manitoba","MB","Canada","CA"
"Birtle","Manitoba","MB","Canada","CA"
"Bissett","Manitoba","MB","Canada","CA"
"Bloodvein","Manitoba","MB","Canada","CA"
"Blumenort","Manitoba","MB","Canada","CA"
"Boggy Creek","Manitoba","MB","Canada","CA"
"Boissevain","Manitoba","MB","Canada","CA"
"Bowsman","Manitoba","MB","Canada","CA"
"Bradwardine","Manitoba","MB","Canada","CA"
"Brandon","Manitoba","MB","Canada","CA"
"Broad Valley","Manitoba","MB","Canada","CA"
"Brochet","Manitoba","MB","Canada","CA"
"Brookdale","Manitoba","MB","Canada","CA"
"Brunkild","Manitoba","MB","Canada","CA"
"Bruxelles","Manitoba","MB","Canada","CA"
"Camp Morton","Manitoba","MB","Canada","CA"
"Camperville","Manitoba","MB","Canada","CA"
"Carberry","Manitoba","MB","Canada","CA"
"Cardale","Manitoba","MB","Canada","CA"
"Carman","Manitoba","MB","Canada","CA"
"Cartier","Manitoba","MB","Canada","CA"
"Cartwright","Manitoba","MB","Canada","CA"
"Chatfield","Manitoba","MB","Canada","CA"
"Churchill","Manitoba","MB","Canada","CA"
"Clandeboye","Manitoba","MB","Canada","CA"
"Clanwilliam","Manitoba","MB","Canada","CA"
"Clearwater","Manitoba","MB","Canada","CA"
"Cormorant","Manitoba","MB","Canada","CA"
"Coulter","Manitoba","MB","Canada","CA"
"Cowan","Manitoba","MB","Canada","CA"
"Cranberry Portage","Manitoba","MB","Canada","CA"
"Crandall","Manitoba","MB","Canada","CA"
"Crane River","Manitoba","MB","Canada","CA"
"Cromer","Manitoba","MB","Canada","CA"
"Cross Lake","Manitoba","MB","Canada","CA"
"Crystal City","Manitoba","MB","Canada","CA"
"Cypress River","Manitoba","MB","Canada","CA"
"Dallas","Manitoba","MB","Canada","CA"
"Darlingford","Manitoba","MB","Canada","CA"
"Dauphin","Manitoba","MB","Canada","CA"
"Decker","Manitoba","MB","Canada","CA"
"Deleau","Manitoba","MB","Canada","CA"
"Deloraine","Manitoba","MB","Canada","CA"
"Domain","Manitoba","MB","Canada","CA"
"Dominion City","Manitoba","MB","Canada","CA"
"Douglas","Manitoba","MB","Canada","CA"
"Duck Bay","Manitoba","MB","Canada","CA"
"Dufresne","Manitoba","MB","Canada","CA"
"Dufrost","Manitoba","MB","Canada","CA"
"Dugald","Manitoba","MB","Canada","CA"
"Dunrea","Manitoba","MB","Canada","CA"
"Durban","Manitoba","MB","Canada","CA"
"East Braintree","Manitoba","MB","Canada","CA"
"East Selkirk","Manitoba","MB","Canada","CA"
"East St Paul","Manitoba","MB","Canada","CA"
"Easterville","Manitoba","MB","Canada","CA"
"Ebb And Flow","Manitoba","MB","Canada","CA"
"Eddystone","Manitoba","MB","Canada","CA"
"Eden","Manitoba","MB","Canada","CA"
"Edwin","Manitoba","MB","Canada","CA"
"Elgin","Manitoba","MB","Canada","CA"
"Elie","Manitoba","MB","Canada","CA"
"Elkhorn","Manitoba","MB","Canada","CA"
"Elm Creek","Manitoba","MB","Canada","CA"
"Elma","Manitoba","MB","Canada","CA"
"Elphinstone","Manitoba","MB","Canada","CA"
"Emerson","Manitoba","MB","Canada","CA"
"Erickson","Manitoba","MB","Canada","CA"
"Eriksdale","Manitoba","MB","Canada","CA"
"Ethelbert","Manitoba","MB","Canada","CA"
"Fairfax","Manitoba","MB","Canada","CA"
"Fairford","Manitoba","MB","Canada","CA"
"Falcon Beach","Manitoba","MB","Canada","CA"
"Fannystelle","Manitoba","MB","Canada","CA"
"Faulkner","Manitoba","MB","Canada","CA"
"Fisher Branch","Manitoba","MB","Canada","CA"
"Flin Flon","Manitoba","MB","Canada","CA"
"Fork River","Manitoba","MB","Canada","CA"
"Fort Alexander","Manitoba","MB","Canada","CA"
"Foxwarren","Manitoba","MB","Canada","CA"
"Fraserwood","Manitoba","MB","Canada","CA"
"Gardenton","Manitoba","MB","Canada","CA"
"Garland","Manitoba","MB","Canada","CA"
"Garson","Manitoba","MB","Canada","CA"
"Gilbert Plains","Manitoba","MB","Canada","CA"
"Gillam","Manitoba","MB","Canada","CA"
"Gimli","Manitoba","MB","Canada","CA"
"Ginew","Manitoba","MB","Canada","CA"
"Giroux","Manitoba","MB","Canada","CA"
"Gladstone","Manitoba","MB","Canada","CA"
"Glenboro","Manitoba","MB","Canada","CA"
"Glenella","Manitoba","MB","Canada","CA"
"Glenlea","Manitoba","MB","Canada","CA"
"Glenora","Manitoba","MB","Canada","CA"
"Gods Lake Narrows","Manitoba","MB","Canada","CA"
"Gods River","Manitoba","MB","Canada","CA"
"Goodlands","Manitoba","MB","Canada","CA"
"Grahamdale","Manitoba","MB","Canada","CA"
"Grand Marais","Manitoba","MB","Canada","CA"
"Grand Rapids","Manitoba","MB","Canada","CA"
"Grandview","Manitoba","MB","Canada","CA"
"Graysville","Manitoba","MB","Canada","CA"
"Great Falls","Manitoba","MB","Canada","CA"
"Gretna","Manitoba","MB","Canada","CA"
"Griswold","Manitoba","MB","Canada","CA"
"Grosse Isle","Manitoba","MB","Canada","CA"
"Grunthal","Manitoba","MB","Canada","CA"
"Gunton","Manitoba","MB","Canada","CA"
"Gypsumville","Manitoba","MB","Canada","CA"
"Hadashville","Manitoba","MB","Canada","CA"
"Halbstadt","Manitoba","MB","Canada","CA"
"Hamiota","Manitoba","MB","Canada","CA"
"Harding","Manitoba","MB","Canada","CA"
"Hartney","Manitoba","MB","Canada","CA"
"Haywood","Manitoba","MB","Canada","CA"
"Hazelridge","Manitoba","MB","Canada","CA"
"Headingley","Manitoba","MB","Canada","CA"
"Hecla","Manitoba","MB","Canada","CA"
"High Bluff","Manitoba","MB","Canada","CA"
"Hilbre","Manitoba","MB","Canada","CA"
"Hodgson","Manitoba","MB","Canada","CA"
"Holland","Manitoba","MB","Canada","CA"
"Holmfield","Manitoba","MB","Canada","CA"
"Homewood","Manitoba","MB","Canada","CA"
"Horndean","Manitoba","MB","Canada","CA"
"Ile Des Chenes","Manitoba","MB","Canada","CA"
"Ilford","Manitoba","MB","Canada","CA"
"Inglis","Manitoba","MB","Canada","CA"
"Inwood","Manitoba","MB","Canada","CA"
"Isabella","Manitoba","MB","Canada","CA"
"Island Lake","Manitoba","MB","Canada","CA"
"Justice","Manitoba","MB","Canada","CA"
"Kelwood","Manitoba","MB","Canada","CA"
"Kenton","Manitoba","MB","Canada","CA"
"Kenville","Manitoba","MB","Canada","CA"
"Killarney","Manitoba","MB","Canada","CA"
"Kinosota","Manitoba","MB","Canada","CA"
"Kirkella","Manitoba","MB","Canada","CA"
"Kleefeld","Manitoba","MB","Canada","CA"
"Kola","Manitoba","MB","Canada","CA"
"Komarno","Manitoba","MB","Canada","CA"
"Koostatak","Manitoba","MB","Canada","CA"
"La Broquerie","Manitoba","MB","Canada","CA"
"La Riviere","Manitoba","MB","Canada","CA"
"La Salle","Manitoba","MB","Canada","CA"
"Lac Brochet","Manitoba","MB","Canada","CA"
"Lac Du Bonnet","Manitoba","MB","Canada","CA"
"Lake Audy","Manitoba","MB","Canada","CA"
"Lake Francis","Manitoba","MB","Canada","CA"
"Landmark","Manitoba","MB","Canada","CA"
"Langruth","Manitoba","MB","Canada","CA"
"Lauder","Manitoba","MB","Canada","CA"
"Laurier","Manitoba","MB","Canada","CA"
"Lavenham","Manitoba","MB","Canada","CA"
"Leaf Rapids","Manitoba","MB","Canada","CA"
"Lenore","Manitoba","MB","Canada","CA"
"Letellier","Manitoba","MB","Canada","CA"
"Libau","Manitoba","MB","Canada","CA"
"Little Bullhead","Manitoba","MB","Canada","CA"
"Little Grand Rapids","Manitoba","MB","Canada","CA"
